[adjustment]|type|cost|multiplier|adjustments   example adjustment line would be adjustment|apple|10|add or adjustment|apple|10|subtract or adjustment|apple|10|multiply
apple|10
apple|10
apple|10
apple|10
apple|10
apple|10
apple|10
apple|10
apple|10
apple|10
orange|10
orange|10
orange|10
orange|10
orange|10
orange|10
orange|10
orange|10
orange|10
orange|10
pear|10
pear|10
pear|10
pear|10
pear|10
pear|10
pear|10
pear|10
pear|10
pear|10
plum|10
plum|10
plum|10
plum|10
plum|10
plum|10
plum|10
plum|10
plum|10|10
adjustment|plum|5|subtract
berry|10
berry|10
berry|10
berry|10
berry|10
berry|10
berry|10
berry|10
berry|10
berry|10
berry|10
